Rate_adj,health_event,Visit,Geography,year,age_group,month,Sex,rate_per_10k,rate_per_10kpy,count,dailyMean
Age-Adjusted Rate,Asthma,ED,Genesee,2007-2009,Total,Total,Total,133.66,44.552,747,0.682
Age-Adjusted Rate,Asthma,ED,Genesee,2008-2010,Total,Total,Total,133.97,44.657,741,0.676
Age-Adjusted Rate,Asthma,ED,Genesee,2009-2011,Total,Total,Total,123.46,41.154,681,0.622
Age-Adjusted Rate,Asthma,ED,Genesee,2010-2012,Total,Total,Total,108.61,36.204,601,0.548
Age-Adjusted Rate,Asthma,ED,Genesee,2011-2013,Total,Total,Total,105.97,35.322,586,0.535
Age-Adjusted Rate,Asthma,ED,Genesee,2012-2014,Total,Total,Total,99.00,32.999,533,0.486
Age-Adjusted Rate,Asthma,ED,Genesee,2013-2015,Total,Total,Total,87.82,29.274,463,0.423
Age-Adjusted Rate,Asthma,ED,Genesee,2014-2016,Total,Total,Total,76.65,25.550,396,0.361
Age-Adjusted Rate,Asthma,ED,Genesee,2015-2017,Total,Total,Total,76.35,25.450,392,0.358
Age-Adjusted Rate,Asthma,ED,Genesee,2016-2018,Total,Total,Total,85.42,28.475,429,0.391
Age-Adjusted Rate,Asthma,ED,Genesee,2017-2019,Total,Total,Total,,,413,0.377
Age-Adjusted Rate,Asthma,ED,Greene,2005-2007,Total,Total,Total,148.25,49.417,673,0.615
Age-Adjusted Rate,Asthma,ED,Greene,2005-2019,Total,Total,Total,539.84,35.989,2263,0.413
Age-Adjusted Rate,Asthma,ED,Greene,2006-2008,Total,Total,Total,144.88,48.294,651,0.594
Age-Adjusted Rate,Asthma,ED,Greene,2007-2009,Total,Total,Total,139.01,46.336,611,0.557
Age-Adjusted Rate,Asthma,ED,Greene,2008-2010,Total,Total,Total,124.52,41.507,534,0.487
Age-Adjusted Rate,Asthma,ED,Greene,2009-2011,Total,Total,Total,113.43,37.811,488,0.446
Age-Adjusted Rate,Asthma,ED,Greene,2010-2012,Total,Total,Total,113.30,37.765,488,0.445
Age-Adjusted Rate,Asthma,ED,Greene,2011-2013,Total,Total,Total,112.10,37.368,472,0.431
Age-Adjusted Rate,Asthma,ED,Greene,2012-2014,Total,Total,Total,109.79,36.597,455,0.415
Age-Adjusted Rate,Asthma,ED,Greene,2013-2015,Total,Total,Total,97.76,32.587,398,0.363
Age-Adjusted Rate,Asthma,ED,Greene,2014-2016,Total,Total,Total,97.00,32.332,394,0.359
Age-Adjusted Rate,Asthma,ED,Greene,2015-2017,Total,Total,Total,89.42,29.807,354,0.323
Age-Adjusted Rate,Asthma,ED,Greene,2016-2018,Total,Total,Total,69.54,23.179,266,0.243
Age-Adjusted Rate,Asthma,ED,Greene,2017-2019,Total,Total,Total,,,190,0.174
Age-Adjusted Rate,Asthma,ED,Hamilton,2005-2007,Total,Total,Total,51.79,17.264,21,0.019
Age-Adjusted Rate,Asthma,ED,Hamilton,2005-2019,Total,Total,Total,425.10,28.340,153,0.028
Age-Adjusted Rate,Asthma,ED,Hamilton,2006-2008,Total,Total,Total,70.27,23.423,26,0.024
Age-Adjusted Rate,Asthma,ED,Hamilton,2007-2009,Total,Total,Total,102.35,34.118,36,0.033
Age-Adjusted Rate,Asthma,ED,Hamilton,2008-2010,Total,Total,Total,95.40,31.800,35,0.032
Age-Adjusted Rate,Asthma,ED,Hamilton,2009-2011,Total,Total,Total,100.41,33.470,37,0.034
Age-Adjusted Rate,Asthma,ED,Hamilton,2010-2012,Total,Total,Total,96.11,32.037,36,0.033
Age-Adjusted Rate,Asthma,ED,Hamilton,2011-2013,Total,Total,Total,113.58,37.859,41,0.037
Age-Adjusted Rate,Asthma,ED,Hamilton,2012-2014,Total,Total,Total,102.77,34.256,36,0.033
Age-Adjusted Rate,Asthma,ED,Hamilton,2013-2015,Total,Total,Total,73.02,24.340,24,0.022
Age-Adjusted Rate,Asthma,ED,Hamilton,2014-2016,Total,Total,Total,73.51,24.503,22,0.020
Age-Adjusted Rate,Asthma,ED,Hamilton,2015-2017,Total,Total,Total,89.59,29.864,28,0.026
Age-Adjusted Rate,Asthma,ED,Hamilton,2016-2018,Total,Total,Total,105.95,35.317,36,0.033
Age-Adjusted Rate,Asthma,ED,Hamilton,2017-2019,Total,Total,Total,,,34,0.031
Age-Adjusted Rate,Asthma,ED,Herkimer,2005-2007,Total,Total,Total,108.91,36.302,652,0.595
Age-Adjusted Rate,Asthma,ED,Herkimer,2005-2019,Total,Total,Total,503.07,33.538,2939,0.537
Age-Adjusted Rate,Asthma,ED,Herkimer,2006-2008,Total,Total,Total,104.40,34.800,638,0.582
Age-Adjusted Rate,Asthma,ED,Herkimer,2007-2009,Total,Total,Total,110.96,36.987,673,0.614
Age-Adjusted Rate,Asthma,ED,Herkimer,2008-2010,Total,Total,Total,119.99,39.996,720,0.657
Age-Adjusted Rate,Asthma,ED,Herkimer,2009-2011,Total,Total,Total,114.18,38.059,676,0.617
Age-Adjusted Rate,Asthma,ED,Herkimer,2010-2012,Total,Total,Total,109.98,36.661,654,0.597
Age-Adjusted Rate,Asthma,ED,Herkimer,2011-2013,Total,Total,Total,95.32,31.774,569,0.519
Age-Adjusted Rate,Asthma,ED,Herkimer,2012-2014,Total,Total,Total,102.97,34.323,611,0.557
Age-Adjusted Rate,Asthma,ED,Herkimer,2013-2015,Total,Total,Total,99.04,33.012,579,0.529
Age-Adjusted Rate,Asthma,ED,Herkimer,2014-2016,Total,Total,Total,98.17,32.722,562,0.513
Age-Adjusted Rate,Asthma,ED,Herkimer,2015-2017,Total,Total,Total,92.27,30.757,516,0.471
Age-Adjusted Rate,Asthma,ED,Herkimer,2016-2018,Total,Total,Total,88.52,29.508,479,0.437
Age-Adjusted Rate,Asthma,ED,Herkimer,2017-2019,Total,Total,Total,,,436,0.398
Age-Adjusted Rate,Asthma,ED,Jefferson,2005-2007,Total,Total,Total,135.62,45.205,1574,1.437
Age-Adjusted Rate,Asthma,ED,Jefferson,2005-2019,Total,Total,Total,668.56,44.571,7783,1.421
Age-Adjusted Rate,Asthma,ED,Jefferson,2006-2008,Total,Total,Total,126.90,42.301,1490,1.359
Age-Adjusted Rate,Asthma,ED,Jefferson,2007-2009,Total,Total,Total,132.62,44.206,1556,1.420
Age-Adjusted Rate,Asthma,ED,Jefferson,2008-2010,Total,Total,Total,144.77,48.258,1703,1.554
Age-Adjusted Rate,Asthma,ED,Jefferson,2009-2011,Total,Total,Total,149.27,49.758,1778,1.624
Age-Adjusted Rate,Asthma,ED,Jefferson,2010-2012,Total,Total,Total,141.54,47.180,1706,1.557
Age-Adjusted Rate,Asthma,ED,Jefferson,2011-2013,Total,Total,Total,132.45,44.151,1594,1.454
Age-Adjusted Rate,Asthma,ED,Jefferson,2012-2014,Total,Total,Total,131.09,43.697,1549,1.413
Age-Adjusted Rate,Asthma,ED,Jefferson,2013-2015,Total,Total,Total,133.19,44.398,1558,1.423
Age-Adjusted Rate,Asthma,ED,Jefferson,2014-2016,Total,Total,Total,128.50,42.835,1472,1.343
Age-Adjusted Rate,Asthma,ED,Jefferson,2015-2017,Total,Total,Total,123.14,41.046,1401,1.278
Age-Adjusted Rate,Asthma,ED,Jefferson,2016-2018,Total,Total,Total,122.47,40.823,1370,1.250
Age-Adjusted Rate,Asthma,ED,Jefferson,2017-2019,Total,Total,Total,,,1440,1.315
Age-Adjusted Rate,Asthma,ED,Kings,2005-2007,Total,Total,Total,389.95,129.984,93835,85.694
Age-Adjusted Rate,Asthma,ED,Kings,2005-2019,Total,Total,Total,1998.60,133.240,498924,91.078
Age-Adjusted Rate,Asthma,ED,Kings,2006-2008,Total,Total,Total,393.04,131.012,94672,86.380
Age-Adjusted Rate,Asthma,ED,Kings,2007-2009,Total,Total,Total,402.60,134.199,97653,89.099
Age-Adjusted Rate,Asthma,ED,Kings,2008-2010,Total,Total,Total,417.63,139.210,102253,93.297
Age-Adjusted Rate,Asthma,ED,Kings,2009-2011,Total,Total,Total,434.77,144.923,107743,98.395
Age-Adjusted Rate,Asthma,ED,Kings,2010-2012,Total,Total,Total,453.54,151.179,113735,103.773
Age-Adjusted Rate,Asthma,ED,Kings,2011-2013,Total,Total,Total,454.67,151.558,115266,105.170
Age-Adjusted Rate,Asthma,ED,Kings,2012-2014,Total,Total,Total,448.91,149.636,114587,104.550
Age-Adjusted Rate,Asthma,ED,Kings,2013-2015,Total,Total,Total,429.54,143.180,110044,100.497
Age-Adjusted Rate,Asthma,ED,Kings,2014-2016,Total,Total,Total,410.68,136.893,105158,95.947
Age-Adjusted Rate,Asthma,ED,Kings,2015-2017,Total,Total,Total,382.02,127.339,97520,88.978
Age-Adjusted Rate,Asthma,ED,Kings,2016-2018,Total,Total,Total,358.89,119.630,90928,82.964
Age-Adjusted Rate,Asthma,ED,Kings,2017-2019,Total,Total,Total,,,82412,75.262
Age-Adjusted Rate,Asthma,ED,Lewis,2005-2007,Total,Total,Total,164.16,54.721,408,0.373
Age-Adjusted Rate,Asthma,ED,Lewis,2005-2019,Total,Total,Total,595.94,39.729,1486,0.271
Age-Adjusted Rate,Asthma,ED,Lewis,2006-2008,Total,Total,Total,153.67,51.223,381,0.348
Age-Adjusted Rate,Asthma,ED,Lewis,2007-2009,Total,Total,Total,135.88,45.295,341,0.311
Age-Adjusted Rate,Asthma,ED,Lewis,2008-2010,Total,Total,Total,134.67,44.889,339,0.309
Age-Adjusted Rate,Asthma,ED,Lewis,2009-2011,Total,Total,Total,133.15,44.384,341,0.311
Age-Adjusted Rate,Asthma,ED,Lewis,2010-2012,Total,Total,Total,146.81,48.937,371,0.339
Age-Adjusted Rate,Asthma,ED,Lewis,2011-2013,Total,Total,Total,131.96,43.986,335,0.306
Age-Adjusted Rate,Asthma,ED,Lewis,2012-2014,Total,Total,Total,121.04,40.345,307,0.280
Age-Adjusted Rate,Asthma,ED,Lewis,2013-2015,Total,Total,Total,101.05,33.682,262,0.239
Age-Adjusted Rate,Asthma,ED,Lewis,2014-2016,Total,Total,Total,93.87,31.290,236,0.215
Age-Adjusted Rate,Asthma,ED,Lewis,2015-2017,Total,Total,Total,80.77,26.923,197,0.180
Age-Adjusted Rate,Asthma,ED,Lewis,2016-2018,Total,Total,Total,75.52,25.174,179,0.163
Age-Adjusted Rate,Asthma,ED,Lewis,2017-2019,Total,Total,Total,,,168,0.153
Age-Adjusted Rate,Asthma,ED,Livingston,2005-2007,Total,Total,Total,135.87,45.290,818,0.747
Age-Adjusted Rate,Asthma,ED,Livingston,2005-2019,Total,Total,Total,545.15,36.343,3170,0.579
Age-Adjusted Rate,Asthma,ED,Livingston,2006-2008,Total,Total,Total,135.77,45.257,813,0.742
Age-Adjusted Rate,Asthma,ED,Livingston,2007-2009,Total,Total,Total,136.24,45.415,819,0.747
Age-Adjusted Rate,Asthma,ED,Livingston,2008-2010,Total,Total,Total,138.92,46.308,829,0.756
Age-Adjusted Rate,Asthma,ED,Livingston,2009-2011,Total,Total,Total,137.59,45.864,814,0.743
Age-Adjusted Rate,Asthma,ED,Livingston,2010-2012,Total,Total,Total,131.27,43.756,770,0.703
Age-Adjusted Rate,Asthma,ED,Livingston,2011-2013,Total,Total,Total,118.92,39.640,694,0.633
Age-Adjusted Rate,Asthma,ED,Livingston,2012-2014,Total,Total,Total,104.37,34.791,607,0.554
Age-Adjusted Rate,Asthma,ED,Livingston,2013-2015,Total,Total,Total,96.96,32.320,560,0.511
Age-Adjusted Rate,Asthma,ED,Livingston,2014-2016,Total,Total,Total,83.73,27.909,476,0.434
Age-Adjusted Rate,Asthma,ED,Livingston,2015-2017,Total,Total,Total,80.31,26.768,453,0.413
Age-Adjusted Rate,Asthma,ED,Livingston,2016-2018,Total,Total,Total,68.38,22.792,379,0.346
Age-Adjusted Rate,Asthma,ED,Livingston,2017-2019,Total,Total,Total,,,353,0.322
Age-Adjusted Rate,Asthma,ED,Madison,2005-2007,Total,Total,Total,151.56,50.522,1007,0.920
Age-Adjusted Rate,Asthma,ED,Madison,2005-2019,Total,Total,Total,677.86,45.191,4417,0.806
Age-Adjusted Rate,Asthma,ED,Madison,2006-2008,Total,Total,Total,144.75,48.249,962,0.878
Age-Adjusted Rate,Asthma,ED,Madison,2007-2009,Total,Total,Total,149.88,49.961,995,0.908
Age-Adjusted Rate,Asthma,ED,Madison,2008-2010,Total,Total,Total,164.69,54.897,1100,1.004
Age-Adjusted Rate,Asthma,ED,Madison,2009-2011,Total,Total,Total,174.38,58.127,1171,1.069
Age-Adjusted Rate,Asthma,ED,Madison,2010-2012,Total,Total,Total,172.03,57.343,1153,1.052
Age-Adjusted Rate,Asthma,ED,Madison,2011-2013,Total,Total,Total,156.32,52.106,1037,0.946
Age-Adjusted Rate,Asthma,ED,Madison,2012-2014,Total,Total,Total,144.74,48.248,946,0.863
Age-Adjusted Rate,Asthma,ED,Madison,2013-2015,Total,Total,Total,134.32,44.772,869,0.794
Age-Adjusted Rate,Asthma,ED,Madison,2014-2016,Total,Total,Total,120.07,40.024,770,0.703
Age-Adjusted Rate,Asthma,ED,Madison,2015-2017,Total,Total,Total,105.00,35.001,669,0.610
Age-Adjusted Rate,Asthma,ED,Madison,2016-2018,Total,Total,Total,88.69,29.563,554,0.505
Age-Adjusted Rate,Asthma,ED,Madison,2017-2019,Total,Total,Total,,,503,0.459
Age-Adjusted Rate,Asthma,ED,Monroe,2005-2007,Total,Total,Total,184.95,61.651,13030,11.900
Age-Adjusted Rate,Asthma,ED,Monroe,2005-2019,Total,Total,Total,977.03,65.135,68106,12.433
Age-Adjusted Rate,Asthma,ED,Monroe,2006-2008,Total,Total,Total,187.36,62.455,13229,12.070
Age-Adjusted Rate,Asthma,ED,Monroe,2007-2009,Total,Total,Total,192.95,64.316,13633,12.439
Age-Adjusted Rate,Asthma,ED,Monroe,2008-2010,Total,Total,Total,197.20,65.733,13938,12.717
Age-Adjusted Rate,Asthma,ED,Monroe,2009-2011,Total,Total,Total,201.08,67.028,14182,12.952
Age-Adjusted Rate,Asthma,ED,Monroe,2010-2012,Total,Total,Total,203.06,67.688,14314,13.060
Age-Adjusted Rate,Asthma,ED,Monroe,2011-2013,Total,Total,Total,204.55,68.183,14347,13.090
Age-Adjusted Rate,Asthma,ED,Monroe,2012-2014,Total,Total,Total,210.65,70.218,14713,13.424
Age-Adjusted Rate,Asthma,ED,Monroe,2013-2015,Total,Total,Total,209.01,69.671,14575,13.311
Age-Adjusted Rate,Asthma,ED,Monroe,2014-2016,Total,Total,Total,204.88,68.294,14220,12.974
Age-Adjusted Rate,Asthma,ED,Monroe,2015-2017,Total,Total,Total,196.79,65.597,13530,12.345
Age-Adjusted Rate,Asthma,ED,Monroe,2016-2018,Total,Total,Total,190.61,63.536,12965,11.829
Age-Adjusted Rate,Asthma,ED,Monroe,2017-2019,Total,Total,Total,,,12571,11.480
Age-Adjusted Rate,Asthma,ED,Montgomery,2005-2007,Total,Total,Total,236.56,78.853,1087,0.993
Age-Adjusted Rate,Asthma,ED,Montgomery,2005-2019,Total,Total,Total,1424.27,94.951,6583,1.202
Age-Adjusted Rate,Asthma,ED,Montgomery,2006-2008,Total,Total,Total,244.46,81.485,1132,1.033
Age-Adjusted Rate,Asthma,ED,Montgomery,2007-2009,Total,Total,Total,250.83,83.610,1168,1.066
Age-Adjusted Rate,Asthma,ED,Montgomery,2008-2010,Total,Total,Total,261.12,87.040,1218,1.111
Age-Adjusted Rate,Asthma,ED,Montgomery,2009-2011,Total,Total,Total,289.04,96.348,1351,1.234
Age-Adjusted Rate,Asthma,ED,Montgomery,2010-2012,Total,Total,Total,320.07,106.689,1491,1.360
Age-Adjusted Rate,Asthma,ED,Montgomery,2011-2013,Total,Total,Total,331.04,110.346,1549,1.413
Age-Adjusted Rate,Asthma,ED,Montgomery,2012-2014,Total,Total,Total,329.95,109.984,1555,1.419
Age-Adjusted Rate,Asthma,ED,Montgomery,2013-2015,Total,Total,Total,322.37,107.456,1514,1.383
Age-Adjusted Rate,Asthma,ED,Montgomery,2014-2016,Total,Total,Total,326.58,108.861,1519,1.386
Age-Adjusted Rate,Asthma,ED,Montgomery,2015-2017,Total,Total,Total,307.07,102.355,1413,1.289
Age-Adjusted Rate,Asthma,ED,Montgomery,2016-2018,Total,Total,Total,295.81,98.604,1341,1.224
Age-Adjusted Rate,Asthma,ED,Montgomery,2017-2019,Total,Total,Total,,,1210,1.105
Age-Adjusted Rate,Asthma,ED,Nassau,2005-2007,Total,Total,Total,134.93,44.975,17135,15.648
Age-Adjusted Rate,Asthma,ED,Nassau,2005-2019,Total,Total,Total,677.95,45.196,86223,15.740
Age-Adjusted Rate,Asthma,ED,Nassau,2006-2008,Total,Total,Total,138.99,46.331,17544,16.007
Age-Adjusted Rate,Asthma,ED,Nassau,2007-2009,Total,Total,Total,149.91,49.971,18871,17.218
Age-Adjusted Rate,Asthma,ED,Nassau,2008-2010,Total,Total,Total,153.13,51.045,19362,17.666
Age-Adjusted Rate,Asthma,ED,Nassau,2009-2011,Total,Total,Total,157.23,52.410,19982,18.248
Age-Adjusted Rate,Asthma,ED,Nassau,2010-2012,Total,Total,Total,155.65,51.883,19877,18.136
Age-Adjusted Rate,Asthma,ED,Nassau,2011-2013,Total,Total,Total,153.52,51.173,19611,17.893
Age-Adjusted Rate,Asthma,ED,Nassau,2012-2014,Total,Total,Total,147.37,49.124,18831,17.182
Age-Adjusted Rate,Asthma,ED,Nassau,2013-2015,Total,Total,Total,139.68,46.560,17919,16.364
Age-Adjusted Rate,Asthma,ED,Nassau,2014-2016,Total,Total,Total,132.48,44.160,16880,15.401
Age-Adjusted Rate,Asthma,ED,Nassau,2015-2017,Total,Total,Total,124.77,41.589,15907,14.514
Age-Adjusted Rate,Asthma,ED,Nassau,2016-2018,Total,Total,Total,113.39,37.796,14343,13.087
Age-Adjusted Rate,Asthma,ED,Nassau,2017-2019,Total,Total,Total,,,13235,12.087
Age-Adjusted Rate,Asthma,ED,New York County,2005-2007,Total,Total,Total,492.21,164.072,64910,59.279
Age-Adjusted Rate,Asthma,ED,New York County,2005-2019,Total,Total,Total,2244.91,149.660,304404,55.568
Age-Adjusted Rate,Asthma,ED,New York County,2006-2008,Total,Total,Total,492.52,164.172,65535,59.795
Age-Adjusted Rate,Asthma,ED,New York County,2007-2009,Total,Total,Total,501.00,166.999,66713,60.870
Age-Adjusted Rate,Asthma,ED,New York County,2008-2010,Total,Total,Total,488.07,162.689,65102,59.400
Age-Adjusted Rate,Asthma,ED,New York County,2009-2011,Total,Total,Total,480.84,160.281,64167,58.600
Age-Adjusted Rate,Asthma,ED,New York County,2010-2012,Total,Total,Total,474.89,158.297,63966,58.363
Age-Adjusted Rate,Asthma,ED,New York County,2011-2013,Total,Total,Total,471.87,157.289,64156,58.536
Age-Adjusted Rate,Asthma,ED,New York County,2012-2014,Total,Total,Total,463.62,154.541,63691,58.112
Age-Adjusted Rate,Asthma,ED,New York County,2013-2015,Total,Total,Total,449.59,149.864,62335,56.927
Age-Adjusted Rate,Asthma,ED,New York County,2014-2016,Total,Total,Total,439.16,146.386,61095,55.744
Age-Adjusted Rate,Asthma,ED,New York County,2015-2017,Total,Total,Total,414.40,138.133,57804,52.741
Age-Adjusted Rate,Asthma,ED,New York County,2016-2018,Total,Total,Total,388.70,129.566,54091,49.353
Age-Adjusted Rate,Asthma,ED,New York County,2017-2019,Total,Total,Total,,,49141,44.878
Age-Adjusted Rate,Asthma,ED,Niagara,2005-2007,Total,Total,Total,187.14,62.382,3769,3.442
Age-Adjusted Rate,Asthma,ED,Niagara,2005-2019,Total,Total,Total,828.84,55.256,16117,2.942
Age-Adjusted Rate,Asthma,ED,Niagara,2006-2008,Total,Total,Total,179.52,59.841,3608,3.292
Age-Adjusted Rate,Asthma,ED,Niagara,2007-2009,Total,Total,Total,186.49,62.165,3735,3.408
Age-Adjusted Rate,Asthma,ED,Niagara,2008-2010,Total,Total,Total,178.25,59.416,3561,3.249
Age-Adjusted Rate,Asthma,ED,Niagara,2009-2011,Total,Total,Total,176.14,58.712,3484,3.182
Age-Adjusted Rate,Asthma,ED,Niagara,2010-2012,Total,Total,Total,163.02,54.339,3212,2.931
Age-Adjusted Rate,Asthma,ED,Niagara,2011-2013,Total,Total,Total,163.00,54.332,3176,2.898
Age-Adjusted Rate,Asthma,ED,Niagara,2012-2014,Total,Total,Total,166.86,55.618,3222,2.940
Age-Adjusted Rate,Asthma,ED,Niagara,2013-2015,Total,Total,Total,162.67,54.222,3114,2.844
Age-Adjusted Rate,Asthma,ED,Niagara,2014-2016,Total,Total,Total,158.21,52.737,3004,2.741
Age-Adjusted Rate,Asthma,ED,Niagara,2015-2017,Total,Total,Total,146.39,48.795,2746,2.505
Age-Adjusted Rate,Asthma,ED,Niagara,2016-2018,Total,Total,Total,146.09,48.695,2698,2.462
Age-Adjusted Rate,Asthma,ED,Niagara,2017-2019,Total,Total,Total,,,2607,2.381
Age-Adjusted Rate,Asthma,ED,Oneida,2005-2007,Total,Total,Total,168.81,56.269,3813,3.482
Age-Adjusted Rate,Asthma,ED,Oneida,2005-2019,Total,Total,Total,807.38,53.825,17627,3.218
Age-Adjusted Rate,Asthma,ED,Oneida,2006-2008,Total,Total,Total,175.84,58.613,3962,3.615
Age-Adjusted Rate,Asthma,ED,Oneida,2007-2009,Total,Total,Total,185.31,61.769,4162,3.797
Age-Adjusted Rate,Asthma,ED,Oneida,2008-2010,Total,Total,Total,194.13,64.710,4314,3.936
Age-Adjusted Rate,Asthma,ED,Oneida,2009-2011,Total,Total,Total,195.16,65.054,4315,3.941
Age-Adjusted Rate,Asthma,ED,Oneida,2010-2012,Total,Total,Total,192.87,64.289,4237,3.866
Age-Adjusted Rate,Asthma,ED,Oneida,2011-2013,Total,Total,Total,179.62,59.873,3952,3.606
Age-Adjusted Rate,Asthma,ED,Oneida,2012-2014,Total,Total,Total,169.38,56.461,3684,3.361
Age-Adjusted Rate,Asthma,ED,Oneida,2013-2015,Total,Total,Total,153.28,51.093,3319,3.031
Age-Adjusted Rate,Asthma,ED,Oneida,2014-2016,Total,Total,Total,144.06,48.022,3055,2.787
Age-Adjusted Rate,Asthma,ED,Oneida,2015-2017,Total,Total,Total,134.23,44.744,2802,2.557
Age-Adjusted Rate,Asthma,ED,Oneida,2016-2018,Total,Total,Total,132.04,44.014,2713,2.475
Age-Adjusted Rate,Asthma,ED,Oneida,2017-2019,Total,Total,Total,,,2493,2.277
Age-Adjusted Rate,Asthma,ED,Onondaga,2005-2007,Total,Total,Total,147.99,49.329,6512,5.947
Age-Adjusted Rate,Asthma,ED,Onondaga,2005-2019,Total,Total,Total,715.57,47.705,31038,5.666
Age-Adjusted Rate,Asthma,ED,Onondaga,2006-2008,Total,Total,Total,145.92,48.641,6386,5.827
Age-Adjusted Rate,Asthma,ED,Onondaga,2007-2009,Total,Total,Total,146.18,48.728,6402,5.841
Age-Adjusted Rate,Asthma,ED,Onondaga,2008-2010,Total,Total,Total,146.55,48.852,6431,5.868
Age-Adjusted Rate,Asthma,ED,Onondaga,2009-2011,Total,Total,Total,144.78,48.259,6366,5.814
Age-Adjusted Rate,Asthma,ED,Onondaga,2010-2012,Total,Total,Total,141.62,47.205,6217,5.672
Age-Adjusted Rate,Asthma,ED,Onondaga,2011-2013,Total,Total,Total,144.58,48.194,6329,5.775
Age-Adjusted Rate,Asthma,ED,Onondaga,2012-2014,Total,Total,Total,149.79,49.929,6539,5.966
Age-Adjusted Rate,Asthma,ED,Onondaga,2013-2015,Total,Total,Total,150.25,50.082,6535,5.968
Age-Adjusted Rate,Asthma,ED,Onondaga,2014-2016,Total,Total,Total,141.95,47.318,6125,5.589
Age-Adjusted Rate,Asthma,ED,Onondaga,2015-2017,Total,Total,Total,131.58,43.859,5618,5.126
Age-Adjusted Rate,Asthma,ED,Onondaga,2016-2018,Total,Total,Total,127.81,42.603,5394,4.922
Age-Adjusted Rate,Asthma,ED,Onondaga,2017-2019,Total,Total,Total,,,5641,5.152
Age-Adjusted Rate,Asthma,ED,Ontario,2005-2007,Total,Total,Total,158.26,52.752,1565,1.429
Age-Adjusted Rate,Asthma,ED,Ontario,2005-2019,Total,Total,Total,581.95,38.797,5678,1.037
Age-Adjusted Rate,Asthma,ED,Ontario,2006-2008,Total,Total,Total,146.45,48.815,1439,1.313
Age-Adjusted Rate,Asthma,ED,Ontario,2007-2009,Total,Total,Total,146.19,48.729,1435,1.309
Age-Adjusted Rate,Asthma,ED,Ontario,2008-2010,Total,Total,Total,138.94,46.314,1376,1.255
Age-Adjusted Rate,Asthma,ED,Ontario,2009-2011,Total,Total,Total,130.32,43.441,1294,1.182
Age-Adjusted Rate,Asthma,ED,Ontario,2010-2012,Total,Total,Total,114.74,38.246,1132,1.033
Age-Adjusted Rate,Asthma,ED,Ontario,2011-2013,Total,Total,Total,107.11,35.703,1044,0.953
Age-Adjusted Rate,Asthma,ED,Ontario,2012-2014,Total,Total,Total,104.31,34.770,1012,0.923
Age-Adjusted Rate,Asthma,ED,Ontario,2013-2015,Total,Total,Total,95.90,31.966,933,0.852
Age-Adjusted Rate,Asthma,ED,Ontario,2014-2016,Total,Total,Total,88.36,29.453,848,0.774
Age-Adjusted Rate,Asthma,ED,Ontario,2015-2017,Total,Total,Total,86.52,28.842,809,0.738
Age-Adjusted Rate,Asthma,ED,Ontario,2016-2018,Total,Total,Total,90.78,30.260,836,0.763
Age-Adjusted Rate,Asthma,ED,Ontario,2017-2019,Total,Total,Total,,,845,0.772
Age-Adjusted Rate,Asthma,ED,Orange,2005-2007,Total,Total,Total,215.37,71.790,7929,7.241
Age-Adjusted Rate,Asthma,ED,Orange,2005-2019,Total,Total,Total,1004.51,66.967,37146,6.781
Age-Adjusted Rate,Asthma,ED,Orange,2006-2008,Total,Total,Total,219.56,73.186,8103,7.393
Age-Adjusted Rate,Asthma,ED,Orange,2007-2009,Total,Total,Total,217.49,72.496,8045,7.340
Age-Adjusted Rate,Asthma,ED,Orange,2008-2010,Total,Total,Total,217.17,72.391,8011,7.309
Age-Adjusted Rate,Asthma,ED,Orange,2009-2011,Total,Total,Total,218.24,72.748,8062,7.363
Age-Adjusted Rate,Asthma,ED,Orange,2010-2012,Total,Total,Total,218.03,72.676,8048,7.343
Age-Adjusted Rate,Asthma,ED,Orange,2011-2013,Total,Total,Total,218.62,72.873,8075,7.368
Age-Adjusted Rate,Asthma,ED,Orange,2012-2014,Total,Total,Total,218.02,72.674,8060,7.354
Age-Adjusted Rate,Asthma,ED,Orange,2013-2015,Total,Total,Total,214.54,71.513,7927,7.239
Age-Adjusted Rate,Asthma,ED,Orange,2014-2016,Total,Total,Total,205.15,68.385,7556,6.894
Age-Adjusted Rate,Asthma,ED,Orange,2015-2017,Total,Total,Total,184.37,61.457,6779,6.185
