rate_adj,health_event,geography,geography_code,year,sex,race,age,Count,Population,rate,lb,ub,significance
Age-Adjusted Rate,Asthma,Indiana,63,2016,Total,All Races,All Ages,40,"86,364",42,29,55,-
Age-Adjusted Rate,Asthma,Jefferson,65,2016,Total,All Races,All Ages,16,"44,073",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Juniata,67,2016,Total,All Races,All Ages,ND,"24,863",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lackawanna,69,2016,Total,All Races,All Ages,120,"211,321",63.7,52.3,75.1,-
Age-Adjusted Rate,Asthma,Lancaster,71,2016,Total,All Races,All Ages,220,"538,500",41.7,36.2,47.3,-
Age-Adjusted Rate,Asthma,Lawrence,73,2016,Total,All Races,All Ages,39,"87,294",45,30.9,59.2,-
Age-Adjusted Rate,Asthma,Lebanon,75,2016,Total,All Races,All Ages,48,"138,863",36.6,26.2,46.9,-
Age-Adjusted Rate,Asthma,Lehigh,77,2016,Total,All Races,All Ages,294,"363,147",82.3,72.9,91.7,
Age-Adjusted Rate,Asthma,Luzerne,79,2016,Total,All Races,All Ages,154,"316,383",50.3,42.4,58.3,-
Age-Adjusted Rate,Asthma,Lycoming,81,2016,Total,All Races,All Ages,40,"115,248",35.8,24.7,46.9,-
Age-Adjusted Rate,Asthma,McKean,83,2016,Total,All Races,All Ages,11,"41,883",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Mercer,85,2016,Total,All Races,All Ages,53,"112,913",48.9,35.7,62.1,-
Age-Adjusted Rate,Asthma,Mifflin,87,2016,Total,All Races,All Ages,17,"46,342",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Monroe,89,2016,Total,All Races,All Ages,97,"166,098",65.4,52.4,78.4,-
Age-Adjusted Rate,Asthma,Montgomery,91,2016,Total,All Races,All Ages,486,"821,725",61,55.6,66.4,-
Age-Adjusted Rate,Asthma,Montour,93,2016,Total,All Races,All Ages,ND,"18,343",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Northampton,95,2016,Total,All Races,All Ages,202,"302,294",66.3,57.1,75.4,-
Age-Adjusted Rate,Asthma,Northumberland,97,2016,Total,All Races,All Ages,44,"92,541",49.4,34.8,64,-
Age-Adjusted Rate,Asthma,Perry,99,2016,Total,All Races,All Ages,14,"45,820",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Philadelphia,101,2016,Total,All Races,All Ages,"4,254","1,567,872",289.7,281,298.4,+
Age-Adjusted Rate,Asthma,Pike,103,2016,Total,All Races,All Ages,28,"55,562",64.6,40.7,88.5,
Age-Adjusted Rate,Asthma,Potter,105,2016,Total,All Races,All Ages,ND,"16,885",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Schuylkill,107,2016,Total,All Races,All Ages,66,"143,573",48.2,36.6,59.8,-
Age-Adjusted Rate,Asthma,Snyder,109,2016,Total,All Races,All Ages,15,"40,468",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Somerset,111,2016,Total,All Races,All Ages,22,"75,061",28.9,16.8,41,-
Age-Adjusted Rate,Asthma,Sullivan,113,2016,Total,All Races,All Ages,ND,"6,137",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Susquehanna,115,2016,Total,All Races,All Ages,22,"40,862",58.5,34,82.9,-
Age-Adjusted Rate,Asthma,Tioga,117,2016,Total,All Races,All Ages,10,"41,467",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Union,119,2016,Total,All Races,All Ages,11,"45,565",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Venango,121,2016,Total,All Races,All Ages,28,"52,582",60.2,37.9,82.5,-
Age-Adjusted Rate,Asthma,Warren,123,2016,Total,All Races,All Ages,17,"40,025",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Washington,125,2016,Total,All Races,All Ages,112,"207,981",54.5,44.4,64.6,-
Age-Adjusted Rate,Asthma,Wayne,127,2016,Total,All Races,All Ages,19,"50,710",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Westmoreland,129,2016,Total,All Races,All Ages,156,"355,458",40.9,34.5,47.3,-
Age-Adjusted Rate,Asthma,Wyoming,131,2016,Total,All Races,All Ages,13,"27,521",ND,ND,ND,-
Age-Adjusted Rate,Asthma,York,133,2016,Total,All Races,All Ages,216,"443,744",53.9,46.8,61.1,-
Age-Adjusted Rate,Asthma,Pennsylvania,0,2015,Total,All Races,All Ages,"15,081","12,802,503",116.1,114.3,118,
Age-Adjusted Rate,Asthma,Adams,1,2015,Total,All Races,All Ages,60,"102,295",51.7,38.7,64.8,-
Age-Adjusted Rate,Asthma,Allegheny,3,2015,Total,All Races,All Ages,"1,452","1,230,459",111.3,105.6,117.1,
Age-Adjusted Rate,Asthma,Armstrong,5,2015,Total,All Races,All Ages,34,"67,052",44.7,29.7,59.7,-
Age-Adjusted Rate,Asthma,Beaver,7,2015,Total,All Races,All Ages,105,"168,871",58.8,47.6,70.1,-
Age-Adjusted Rate,Asthma,Bedford,9,2015,Total,All Races,All Ages,18,"48,586",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Berks,11,2015,Total,All Races,All Ages,539,"415,271",130.2,119.2,141.2,+
Age-Adjusted Rate,Asthma,Blair,13,2015,Total,All Races,All Ages,83,"125,593",61.5,48.3,74.8,-
Age-Adjusted Rate,Asthma,Bradford,15,2015,Total,All Races,All Ages,53,"61,281",77,56.3,97.8,-
Age-Adjusted Rate,Asthma,Bucks,17,2015,Total,All Races,All Ages,569,"627,367",83.8,76.9,90.7,-
Age-Adjusted Rate,Asthma,Butler,19,2015,Total,All Races,All Ages,105,"186,818",50.5,40.8,60.1,-
Age-Adjusted Rate,Asthma,Cambria,21,2015,Total,All Races,All Ages,80,"136,411",47.9,37.4,58.4,-
Age-Adjusted Rate,Asthma,Cameron,23,2015,Total,All Races,All Ages,ND,"4,732",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Carbon,25,2015,Total,All Races,All Ages,77,"63,960",98.2,76.3,120.1,
Age-Adjusted Rate,Asthma,Centre,27,2015,Total,All Races,All Ages,98,"160,580",64.5,51.8,77.3,-
Age-Adjusted Rate,Asthma,Chester,29,2015,Total,All Races,All Ages,344,"515,939",64.1,57.4,70.9,-
Age-Adjusted Rate,Asthma,Clarion,31,2015,Total,All Races,All Ages,20,"39,498",46.2,25.9,66.4,-
Age-Adjusted Rate,Asthma,Clearfield,33,2015,Total,All Races,All Ages,47,"80,994",59.6,42.6,76.7,-
Age-Adjusted Rate,Asthma,Clinton,35,2015,Total,All Races,All Ages,26,"39,441",67,41.2,92.7,-
Age-Adjusted Rate,Asthma,Columbia,37,2015,Total,All Races,All Ages,43,"66,672",58.1,40.8,75.5,-
Age-Adjusted Rate,Asthma,Crawford,39,2015,Total,All Races,All Ages,65,"86,484",66.9,50.7,83.2,-
Age-Adjusted Rate,Asthma,Cumberland,41,2015,Total,All Races,All Ages,147,"246,338",59.7,50,69.3,-
Age-Adjusted Rate,Asthma,Dauphin,43,2015,Total,All Races,All Ages,295,"272,983",103.4,91.6,115.3,
Age-Adjusted Rate,Asthma,Delaware,45,2015,Total,All Races,All Ages,819,"563,894",147.6,137.5,157.7,+
Age-Adjusted Rate,Asthma,Elk,47,2015,Total,All Races,All Ages,35,"30,872",93.2,62.3,124.1,
Age-Adjusted Rate,Asthma,Erie,49,2015,Total,All Races,All Ages,164,"278,045",55.7,47.2,64.2,-
Age-Adjusted Rate,Asthma,Fayette,51,2015,Total,All Races,All Ages,196,"133,628",133.4,114.7,152.1,
Age-Adjusted Rate,Asthma,Forest,53,2015,Total,All Races,All Ages,ND,"7,410",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Franklin,55,2015,Total,All Races,All Ages,75,"153,638",50.3,38.9,61.7,-
Age-Adjusted Rate,Asthma,Fulton,57,2015,Total,All Races,All Ages,ND,"14,629",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Greene,59,2015,Total,All Races,All Ages,43,"37,519",99.3,69.6,129,
Age-Adjusted Rate,Asthma,Huntingdon,61,2015,Total,All Races,All Ages,22,"45,668",46.9,27.3,66.5,-
Age-Adjusted Rate,Asthma,Indiana,63,2015,Total,All Races,All Ages,123,"86,966",125.1,103,147.2,
Age-Adjusted Rate,Asthma,Jefferson,65,2015,Total,All Races,All Ages,34,"44,430",69.5,46.1,92.8,-
Age-Adjusted Rate,Asthma,Juniata,67,2015,Total,All Races,All Ages,ND,"24,737",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lackawanna,69,2015,Total,All Races,All Ages,179,"211,917",76.1,65,87.3,-
Age-Adjusted Rate,Asthma,Lancaster,71,2015,Total,All Races,All Ages,370,"536,624",65.4,58.7,72,-
Age-Adjusted Rate,Asthma,Lawrence,73,2015,Total,All Races,All Ages,109,"88,082",113.4,92.1,134.7,
Age-Adjusted Rate,Asthma,Lebanon,75,2015,Total,All Races,All Ages,78,"137,067",58.8,45.8,71.9,-
Age-Adjusted Rate,Asthma,Lehigh,77,2015,Total,All Races,All Ages,378,"360,685",103.9,93.5,114.4,
Age-Adjusted Rate,Asthma,Luzerne,79,2015,Total,All Races,All Ages,309,"318,449",85.6,76.1,95.2,-
Age-Adjusted Rate,Asthma,Lycoming,81,2015,Total,All Races,All Ages,56,"116,048",49,36.2,61.9,-
Age-Adjusted Rate,Asthma,McKean,83,2015,Total,All Races,All Ages,41,"42,412",77.8,54,101.6,-
Age-Adjusted Rate,Asthma,Mercer,85,2015,Total,All Races,All Ages,98,"114,234",77.4,62.1,92.7,-
Age-Adjusted Rate,Asthma,Mifflin,87,2015,Total,All Races,All Ages,28,"46,500",54.1,34.1,74.2,-
Age-Adjusted Rate,Asthma,Monroe,89,2015,Total,All Races,All Ages,184,"166,397",118.5,101.4,135.6,
Age-Adjusted Rate,Asthma,Montgomery,91,2015,Total,All Races,All Ages,665,"819,264",78.1,72.2,84.1,-
Age-Adjusted Rate,Asthma,Montour,93,2015,Total,All Races,All Ages,10,"18,557",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Northampton,95,2015,Total,All Races,All Ages,310,"300,813",93.4,83,103.7,-
Age-Adjusted Rate,Asthma,Northumberland,97,2015,Total,All Races,All Ages,92,"93,246",93.1,74.1,112.1,-
Age-Adjusted Rate,Asthma,Perry,99,2015,Total,All Races,All Ages,40,"45,685",88.3,61,115.7,
Age-Adjusted Rate,Asthma,Philadelphia,101,2015,Total,All Races,All Ages,"5,062","1,567,442",336.8,327.5,346.1,+
Age-Adjusted Rate,Asthma,Pike,103,2015,Total,All Races,All Ages,19,"55,949",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Potter,105,2015,Total,All Races,All Ages,10,"17,093",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Schuylkill,107,2015,Total,All Races,All Ages,106,"144,590",64.5,52.2,76.8,-
Age-Adjusted Rate,Asthma,Snyder,109,2015,Total,All Races,All Ages,11,"40,444",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Somerset,111,2015,Total,All Races,All Ages,44,"75,522",49,34.5,63.5,-
Age-Adjusted Rate,Asthma,Sullivan,113,2015,Total,All Races,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Susquehanna,115,2015,Total,All Races,All Ages,28,"41,666",68.6,43.2,94.1,-
Age-Adjusted Rate,Asthma,Tioga,117,2015,Total,All Races,All Ages,17,"41,877",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Union,119,2015,Total,All Races,All Ages,ND,"44,954",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Venango,121,2015,Total,All Races,All Ages,60,"53,119",84.8,63.3,106.2,-
Age-Adjusted Rate,Asthma,Warren,123,2015,Total,All Races,All Ages,15,"40,396",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Washington,125,2015,Total,All Races,All Ages,192,"208,261",80.8,69.4,92.2,-
Age-Adjusted Rate,Asthma,Wayne,127,2015,Total,All Races,All Ages,34,"51,198",68.2,45.3,91.1,-
Age-Adjusted Rate,Asthma,Westmoreland,129,2015,Total,All Races,All Ages,411,"357,956",98.3,88.8,107.9,-
Age-Adjusted Rate,Asthma,Wyoming,131,2015,Total,All Races,All Ages,15,"27,800",ND,ND,ND,-
Age-Adjusted Rate,Asthma,York,133,2015,Total,All Races,All Ages,310,"442,867",69.5,61.8,77.2,-
Age-Adjusted Rate,Asthma,Pennsylvania,0,2014,Total,All Races,All Ages,"17,774","12,787,209",137.3,135.3,139.3,
Age-Adjusted Rate,Asthma,Adams,1,2014,Total,All Races,All Ages,65,"101,714",60.9,46.1,75.7,-
Age-Adjusted Rate,Asthma,Allegheny,3,2014,Total,All Races,All Ages,"1,795","1,231,255",137.3,130.9,143.6,
Age-Adjusted Rate,Asthma,Armstrong,5,2014,Total,All Races,All Ages,62,"67,785",83,62.3,103.7,-
Age-Adjusted Rate,Asthma,Beaver,7,2014,Total,All Races,All Ages,136,"169,392",69.3,57.7,81,-
Age-Adjusted Rate,Asthma,Bedford,9,2014,Total,All Races,All Ages,66,"48,946",125.7,95.3,156,
Age-Adjusted Rate,Asthma,Berks,11,2014,Total,All Races,All Ages,673,"413,691",155.9,144.1,167.6,+
Age-Adjusted Rate,Asthma,Blair,13,2014,Total,All Races,All Ages,136,"125,955",110.9,92.3,129.6,-
Age-Adjusted Rate,Asthma,Bradford,15,2014,Total,All Races,All Ages,58,"61,784",79.6,59.1,100.1,-
Age-Adjusted Rate,Asthma,Bucks,17,2014,Total,All Races,All Ages,654,"626,685",96.8,89.4,104.3,-
Age-Adjusted Rate,Asthma,Butler,19,2014,Total,All Races,All Ages,144,"185,943",73.5,61.5,85.5,-
Age-Adjusted Rate,Asthma,Cambria,21,2014,Total,All Races,All Ages,132,"137,732",92.4,76.7,108.2,-
Age-Adjusted Rate,Asthma,Cameron,23,2014,Total,All Races,All Ages,ND,"4,805",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Carbon,25,2014,Total,All Races,All Ages,94,"64,441",147.4,117.6,177.2,
Age-Adjusted Rate,Asthma,Centre,27,2014,Total,All Races,All Ages,82,"158,742",56.9,44.6,69.2,-
Age-Adjusted Rate,Asthma,Chester,29,2014,Total,All Races,All Ages,383,"512,784",73,65.7,80.3,-
Age-Adjusted Rate,Asthma,Clarion,31,2014,Total,All Races,All Ages,19,"38,821",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Clearfield,33,2014,Total,All Races,All Ages,54,"81,191",66.7,48.9,84.5,-
Age-Adjusted Rate,Asthma,Clinton,35,2014,Total,All Races,All Ages,24,"39,745",62.6,37.6,87.7,-
Age-Adjusted Rate,Asthma,Columbia,37,2014,Total,All Races,All Ages,51,"67,122",72.8,52.8,92.7,-
Age-Adjusted Rate,Asthma,Crawford,39,2014,Total,All Races,All Ages,61,"87,175",57.9,43.4,72.4,-
Age-Adjusted Rate,Asthma,Cumberland,41,2014,Total,All Races,All Ages,160,"243,762",66.8,56.4,77.1,-
Age-Adjusted Rate,Asthma,Dauphin,43,2014,Total,All Races,All Ages,329,"271,453",116.3,103.7,128.9,-
Age-Adjusted Rate,Asthma,Delaware,45,2014,Total,All Races,All Ages,897,"562,960",161.3,150.8,171.9,+
Age-Adjusted Rate,Asthma,Elk,47,2014,Total,All Races,All Ages,29,"31,194",88,56,120.1,-
Age-Adjusted Rate,Asthma,Erie,49,2014,Total,All Races,All Ages,228,"278,443",79.6,69.2,89.9,-
Age-Adjusted Rate,Asthma,Fayette,51,2014,Total,All Races,All Ages,217,"134,086",157.4,136.5,178.4,
Age-Adjusted Rate,Asthma,Forest,53,2014,Total,All Races,All Ages,11,"7,518",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Franklin,55,2014,Total,All Races,All Ages,93,"152,892",60,47.8,72.1,-
Age-Adjusted Rate,Asthma,Fulton,57,2014,Total,All Races,All Ages,23,"14,632",150.9,89.3,212.6,
Age-Adjusted Rate,Asthma,Greene,59,2014,Total,All Races,All Ages,58,"37,843",132.4,98.3,166.5,
Age-Adjusted Rate,Asthma,Huntingdon,61,2014,Total,All Races,All Ages,29,"45,750",57,36.3,77.8,-
Age-Adjusted Rate,Asthma,Indiana,63,2014,Total,All Races,All Ages,102,"87,706",105.6,85.1,126.2,-
Age-Adjusted Rate,Asthma,Jefferson,65,2014,Total,All Races,All Ages,37,"44,638",81,54.9,107.1,-
Age-Adjusted Rate,Asthma,Juniata,67,2014,Total,All Races,All Ages,ND,"24,796",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lackawanna,69,2014,Total,All Races,All Ages,240,"212,719",105.9,92.5,119.3,-
Age-Adjusted Rate,Asthma,Lancaster,71,2014,Total,All Races,All Ages,387,"533,320",71.2,64.1,78.3,-
Age-Adjusted Rate,Asthma,Lawrence,73,2014,Total,All Races,All Ages,153,"88,771",153.6,129.3,178,
Age-Adjusted Rate,Asthma,Lebanon,75,2014,Total,All Races,All Ages,114,"136,359",85.1,69.5,100.7,-
Age-Adjusted Rate,Asthma,Lehigh,77,2014,Total,All Races,All Ages,403,"357,823",112.8,101.8,123.8,-
Age-Adjusted Rate,Asthma,Luzerne,79,2014,Total,All Races,All Ages,367,"318,829",102.6,92.1,113,-
Age-Adjusted Rate,Asthma,Lycoming,81,2014,Total,All Races,All Ages,88,"116,508",75.9,60,91.7,-
Age-Adjusted Rate,Asthma,McKean,83,2014,Total,All Races,All Ages,43,"42,554",97.3,68.2,126.4,-
Age-Adjusted Rate,Asthma,Mercer,85,2014,Total,All Races,All Ages,117,"114,884",89.6,73.4,105.9,-
Age-Adjusted Rate,Asthma,Mifflin,87,2014,Total,All Races,All Ages,29,"46,552",56.7,36.1,77.3,-
Age-Adjusted Rate,Asthma,Monroe,89,2014,Total,All Races,All Ages,178,"166,314",109.6,93.5,125.7,-
Age-Adjusted Rate,Asthma,Montgomery,91,2014,Total,All Races,All Ages,787,"816,857",93.4,86.9,99.9,-
Age-Adjusted Rate,Asthma,Montour,93,2014,Total,All Races,All Ages,27,"18,641",134.5,83.8,185.3,
Age-Adjusted Rate,Asthma,Northampton,95,2014,Total,All Races,All Ages,324,"300,654",103.2,92,114.5,-
Age-Adjusted Rate,Asthma,Northumberland,97,2014,Total,All Races,All Ages,73,"93,944",70.8,54.5,87,-
Age-Adjusted Rate,Asthma,Perry,99,2014,Total,All Races,All Ages,31,"45,634",66.4,43,89.7,-
Age-Adjusted Rate,Asthma,Philadelphia,101,2014,Total,All Races,All Ages,"5,960","1,560,297",396.1,386.1,406.2,+
Age-Adjusted Rate,Asthma,Pike,103,2014,Total,All Races,All Ages,35,"56,191",68.5,45.8,91.2,-
Age-Adjusted Rate,Asthma,Potter,105,2014,Total,All Races,All Ages,10,"17,206",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Schuylkill,107,2014,Total,All Races,All Ages,111,"145,797",65.5,53.3,77.6,-
Age-Adjusted Rate,Asthma,Snyder,109,2014,Total,All Races,All Ages,12,"40,323",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Somerset,111,2014,Total,All Races,All Ages,51,"76,218",56.4,40.9,71.9,-
Age-Adjusted Rate,Asthma,Sullivan,113,2014,Total,All Races,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Susquehanna,115,2014,Total,All Races,All Ages,34,"41,920",79.9,53,106.8,-
Age-Adjusted Rate,Asthma,Tioga,117,2014,Total,All Races,All Ages,29,"42,274",70.8,45,96.5,-
Age-Adjusted Rate,Asthma,Union,119,2014,Total,All Races,All Ages,16,"44,874",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Venango,121,2014,Total,All Races,All Ages,84,"53,529",122.5,96.3,148.7,
Age-Adjusted Rate,Asthma,Warren,123,2014,Total,All Races,All Ages,21,"40,703",50.6,28.9,72.2,-
Age-Adjusted Rate,Asthma,Washington,125,2014,Total,All Races,All Ages,191,"208,187",86.8,74.5,99.1,-
Age-Adjusted Rate,Asthma,Wayne,127,2014,Total,All Races,All Ages,34,"51,401",66,43.8,88.1,-
Age-Adjusted Rate,Asthma,Westmoreland,129,2014,Total,All Races,All Ages,442,"359,320",103,93.4,112.6,-
Age-Adjusted Rate,Asthma,Wyoming,131,2014,Total,All Races,All Ages,31,"28,131",105.2,68.2,142.2,
Age-Adjusted Rate,Asthma,York,133,2014,Total,All Races,All Ages,328,"440,755",72.3,64.5,80.1,-
Age-Adjusted Rate,Asthma,Pennsylvania,0,2013,Total,All Races,All Ages,"18,822","12,773,801",145.5,143.4,147.5,
Age-Adjusted Rate,Asthma,Adams,1,2013,Total,All Races,All Ages,66,"101,546",57.2,43.4,71,-
Age-Adjusted Rate,Asthma,Allegheny,3,2013,Total,All Races,All Ages,"1,957","1,231,527",147.1,140.6,153.6,
Age-Adjusted Rate,Asthma,Armstrong,5,2013,Total,All Races,All Ages,68,"68,107",95.5,72.8,118.2,-
Age-Adjusted Rate,Asthma,Beaver,7,2013,Total,All Races,All Ages,169,"170,115",86.7,73.6,99.7,-
Age-Adjusted Rate,Asthma,Bedford,9,2013,Total,All Races,All Ages,69,"49,055",129.8,99.1,160.4,
Age-Adjusted Rate,Asthma,Berks,11,2013,Total,All Races,All Ages,731,"413,521",172.2,159.8,184.7,+
Age-Adjusted Rate,Asthma,Blair,13,2013,Total,All Races,All Ages,125,"126,314",94.7,78.1,111.3,-
Age-Adjusted Rate,Asthma,Bradford,15,2013,Total,All Races,All Ages,35,"62,316",53.8,36,71.7,-
Age-Adjusted Rate,Asthma,Bucks,17,2013,Total,All Races,All Ages,694,"626,976",101.8,94.2,109.3,-
Age-Adjusted Rate,Asthma,Butler,19,2013,Total,All Races,All Ages,145,"185,476",66.5,55.7,77.3,-
Age-Adjusted Rate,Asthma,Cambria,21,2013,Total,All Races,All Ages,139,"140,499",90.1,75.1,105,-
Age-Adjusted Rate,Asthma,Cameron,23,2013,Total,All Races,All Ages,ND,"4,886",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Carbon,25,2013,Total,All Races,All Ages,98,"64,786",147.3,118.2,176.5,
Age-Adjusted Rate,Asthma,Centre,27,2013,Total,All Races,All Ages,90,"155,403",59.8,47.4,72.1,-
Age-Adjusted Rate,Asthma,Chester,29,2013,Total,All Races,All Ages,375,"509,468",71.7,64.4,78.9,-
Age-Adjusted Rate,Asthma,Clarion,31,2013,Total,All Races,All Ages,21,"39,155",43.1,24.7,61.6,-
Age-Adjusted Rate,Asthma,Clearfield,33,2013,Total,All Races,All Ages,63,"81,174",73.7,55.5,91.9,-
Age-Adjusted Rate,Asthma,Clinton,35,2013,Total,All Races,All Ages,21,"39,954",51.9,29.7,74.2,-
Age-Adjusted Rate,Asthma,Columbia,37,2013,Total,All Races,All Ages,78,"66,797",105.4,82,128.8,-
Age-Adjusted Rate,Asthma,Crawford,39,2013,Total,All Races,All Ages,91,"87,376",92.5,73.5,111.5,-
Age-Adjusted Rate,Asthma,Cumberland,41,2013,Total,All Races,All Ages,212,"241,212",84.9,73.5,96.4,-
Age-Adjusted Rate,Asthma,Dauphin,43,2013,Total,All Races,All Ages,334,"270,937",118.4,105.7,131.1,-
Age-Adjusted Rate,Asthma,Delaware,45,2013,Total,All Races,All Ages,903,"561,973",162.8,152.2,173.4,+
Age-Adjusted Rate,Asthma,Elk,47,2013,Total,All Races,All Ages,36,"31,479",107.2,72.2,142.2,-
Age-Adjusted Rate,Asthma,Erie,49,2013,Total,All Races,All Ages,154,"280,294",53.2,44.8,61.6,-
Age-Adjusted Rate,Asthma,Fayette,51,2013,Total,All Races,All Ages,241,"134,999",166.1,145.1,187.1,
Age-Adjusted Rate,Asthma,Forest,53,2013,Total,All Races,All Ages,ND,"7,631",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Franklin,55,2013,Total,All Races,All Ages,70,"152,085",43.5,33.3,53.7,-
Age-Adjusted Rate,Asthma,Fulton,57,2013,Total,All Races,All Ages,41,"14,670",245.9,170.6,321.1,+
Age-Adjusted Rate,Asthma,Greene,59,2013,Total,All Races,All Ages,49,"37,838",120.6,86.8,154.4,
Age-Adjusted Rate,Asthma,Huntingdon,61,2013,Total,All Races,All Ages,29,"45,694",59.5,37.8,81.2,-
Age-Adjusted Rate,Asthma,Indiana,63,2013,Total,All Races,All Ages,140,"87,745",139.5,116.4,162.6,
Age-Adjusted Rate,Asthma,Jefferson,65,2013,Total,All Races,All Ages,46,"44,966",104.1,74,134.1,-
Age-Adjusted Rate,Asthma,Juniata,67,2013,Total,All Races,All Ages,11,"24,768",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lackawanna,69,2013,Total,All Races,All Ages,240,"213,931",103.1,90.1,116.2,-
Age-Adjusted Rate,Asthma,Lancaster,71,2013,Total,All Races,All Ages,393,"529,600",71.8,64.7,78.9,-
Age-Adjusted Rate,Asthma,Lawrence,73,2013,Total,All Races,All Ages,133,"89,333",131.2,108.9,153.5,
Age-Adjusted Rate,Asthma,Lebanon,75,2013,Total,All Races,All Ages,94,"135,486",67.7,54,81.4,-
Age-Adjusted Rate,Asthma,Lehigh,77,2013,Total,All Races,All Ages,425,"355,092",117.1,106,128.3,-
Age-Adjusted Rate,Asthma,Luzerne,79,2013,Total,All Races,All Ages,409,"320,103",114.7,103.6,125.8,-
Age-Adjusted Rate,Asthma,Lycoming,81,2013,Total,All Races,All Ages,76,"116,754",60.9,47.2,74.6,-
Age-Adjusted Rate,Asthma,McKean,83,2013,Total,All Races,All Ages,29,"42,979",61.9,39.4,84.5,-
Age-Adjusted Rate,Asthma,Mercer,85,2013,Total,All Races,All Ages,123,"115,195",92.9,76.4,109.3,-
Age-Adjusted Rate,Asthma,Mifflin,87,2013,Total,All Races,All Ages,32,"46,616",62.8,41,84.5,-
Age-Adjusted Rate,Asthma,Monroe,89,2013,Total,All Races,All Ages,156,"167,148",93.9,79.1,108.6,-
Age-Adjusted Rate,Asthma,Montgomery,91,2013,Total,All Races,All Ages,866,"812,376",102,95.2,108.8,-
Age-Adjusted Rate,Asthma,Montour,93,2013,Total,All Races,All Ages,18,"18,541",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Northampton,95,2013,Total,All Races,All Ages,343,"299,791",108,96.6,119.5,-
Age-Adjusted Rate,Asthma,Northumberland,97,2013,Total,All Races,All Ages,75,"94,076",71.5,55.3,87.7,-
Age-Adjusted Rate,Asthma,Perry,99,2013,Total,All Races,All Ages,31,"45,562",66.3,42.9,89.6,-
Age-Adjusted Rate,Asthma,Philadelphia,101,2013,Total,All Races,All Ages,"6,447","1,553,165",435.2,424.6,445.9,+
Age-Adjusted Rate,Asthma,Pike,103,2013,Total,All Races,All Ages,17,"56,591",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Potter,105,2013,Total,All Races,All Ages,11,"17,497",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Schuylkill,107,2013,Total,All Races,All Ages,152,"146,920",88.3,74.3,102.3,-
Age-Adjusted Rate,Asthma,Snyder,109,2013,Total,All Races,All Ages,14,"39,865",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Somerset,111,2013,Total,All Races,All Ages,41,"76,520",52.3,36.3,68.3,-
Age-Adjusted Rate,Asthma,Sullivan,113,2013,Total,All Races,All Ages,ND,"6,351",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Susquehanna,115,2013,Total,All Races,All Ages,30,"42,286",78.8,50.6,107,-
Age-Adjusted Rate,Asthma,Tioga,117,2013,Total,All Races,All Ages,27,"42,463",65.8,41,90.6,-
Age-Adjusted Rate,Asthma,Union,119,2013,Total,All Races,All Ages,13,"44,867",ND,ND,ND,-
